Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn);Minimumstemperatur (døgn);Maksimumstemperatur (døgn);Høyeste middelvind (døgn)
Oslo - Blindern;SN18700;24.08.2017;0;10,5;17,1;3,9
Oslo - Blindern;SN18700;25.08.2017;8,6;11,4;19,3;3,9
Oslo - Blindern;SN18700;26.08.2017;0;11,8;19;6,2
Oslo - Blindern;SN18700;27.08.2017;0;7,1;20,6;4,1
Oslo - Blindern;SN18700;28.08.2017;0;9,3;20,3;6
Oslo - Blindern;SN18700;29.08.2017;8,1;15;17,4;6,7
Oslo - Blindern;SN18700;30.08.2017;0,2;8,7;18,8;5,1
Oslo - Blindern;SN18700;31.08.2017;0;10,5;15,3;3,6
Oslo - Blindern;SN18700;01.09.2017;0,9;9,1;18,3;3,6
Oslo - Blindern;SN18700;02.09.2017;0;9;18,9;4,8
Oslo - Blindern;SN18700;03.09.2017;0;10,7;18,5;5,3
Oslo - Blindern;SN18700;04.09.2017;0;10,7;14,6;7
Oslo - Blindern;SN18700;05.09.2017;0,3;10,4;13,6;5,8
Oslo - Blindern;SN18700;06.09.2017;6,8;11,7;13,6;4,4
Oslo - Blindern;SN18700;07.09.2017;25,9;9,8;13,5;4,3
Oslo - Blindern;SN18700;08.09.2017;0;9,2;13,5;4,8
Oslo - Blindern;SN18700;09.09.2017;6,3;10;15,3;6,2
Oslo - Blindern;SN18700;10.09.2017;9,3;9,6;16,6;6,7
Oslo - Blindern;SN18700;11.09.2017;12,7;11,5;14,2;6,2
Oslo - Blindern;SN18700;12.09.2017;16;11;15,9;7,7
Oslo - Blindern;SN18700;13.09.2017;6,2;10,1;17,3;6,4
Oslo - Blindern;SN18700;14.09.2017;8,2;9,2;17,2;5,2
Oslo - Blindern;SN18700;15.09.2017;0,1;7,3;18,6;4
Oslo - Blindern;SN18700;16.09.2017;0,5;7,8;17,6;4,8
Oslo - Blindern;SN18700;17.09.2017;0,1;9,2;16,4;4,7
Oslo - Blindern;SN18700;18.09.2017;0;9,3;16,4;3,1
Oslo - Blindern;SN18700;19.09.2017;0,6;9,3;14;4,5
Oslo - Blindern;SN18700;20.09.2017;0,2;7,6;12,4;3,9
Oslo - Blindern;SN18700;21.09.2017;2,8;6,6;10,8;4,7
Oslo - Blindern;SN18700;22.09.2017;0;8,9;14,8;4,8
Oslo - Blindern;SN18700;23.09.2017;2,3;10,9;13,5;5,2
Oslo - Blindern;SN18700;24.09.2017;0;12,4;14,4;5,3
Oslo - Blindern;SN18700;25.09.2017;0,1;13,2;14,8;5,3
Oslo - Blindern;SN18700;26.09.2017;0;12;14,8;7,4
Oslo - Blindern;SN18700;27.09.2017;0,6;12,7;15,6;6,3
Oslo - Blindern;SN18700;28.09.2017;0;11,6;14;6
Oslo - Blindern;SN18700;29.09.2017;0;10,7;14,2;5,2
Oslo - Blindern;SN18700;30.09.2017;0;10;14,4;5,6
Oslo - Blindern;SN18700;01.10.2017;0;9,5;13,9;5,8
Oslo - Blindern;SN18700;02.10.2017;10,4;10,1;15,3;7,6
Oslo - Blindern;SN18700;03.10.2017;10,1;9,5;15,6;4,9
Oslo - Blindern;SN18700;04.10.2017;0;5,8;12,4;6,3
Oslo - Blindern;SN18700;05.10.2017;2,9;1,5;13,6;4,4
Oslo - Blindern;SN18700;06.10.2017;0;3,4;16,9;6,5
Oslo - Blindern;SN18700;07.10.2017;0;4,4;13,4;7,3
Oslo - Blindern;SN18700;08.10.2017;0;1,2;13,3;8
Oslo - Blindern;SN18700;09.10.2017;0;2,3;11,2;6
Oslo - Blindern;SN18700;10.10.2017;0;0,4;9;5,5
Oslo - Blindern;SN18700;11.10.2017;2,6;0,8;8,1;4
Oslo - Blindern;SN18700;12.10.2017;19,2;7,5;13,2;6,6
Oslo - Blindern;SN18700;13.10.2017;0;2,2;10,1;4,7
Oslo - Blindern;SN18700;14.10.2017;9,3;9,1;14,5;5,6
Oslo - Blindern;SN18700;15.10.2017;0;5,3;13,2;6,1
Oslo - Blindern;SN18700;16.10.2017;1,4;9,2;16,8;6,1
Oslo - Blindern;SN18700;17.10.2017;4,7;7,1;13,6;6
Oslo - Blindern;SN18700;18.10.2017;2,5;1,9;12,2;7,5
Oslo - Blindern;SN18700;19.10.2017;0;-0,5;9,5;4,5
Oslo - Blindern;SN18700;20.10.2017;0,2;5,2;7,2;6,6
Oslo - Blindern;SN18700;21.10.2017;1,4;6,2;7,7;6,8
Oslo - Blindern;SN18700;22.10.2017;4,8;4,5;7,7;7,1
Oslo - Blindern;SN18700;23.10.2017;4,5;2,5;5,6;6,5
Oslo - Blindern;SN18700;24.10.2017;0,3;3,7;4,7;4,4
Oslo - Blindern;SN18700;25.10.2017;35,5;1,7;7,1;5
Oslo - Blindern;SN18700;26.10.2017;0,2;0,7;9,4;4,4
Oslo - Blindern;SN18700;27.10.2017;0,3;1,9;7,9;6
Oslo - Blindern;SN18700;28.10.2017;0;4,5;12,9;5,7
Oslo - Blindern;SN18700;29.10.2017;0,5;4,7;9,1;10,4
Oslo - Blindern;SN18700;30.10.2017;0;-1,3;5;7,9
Oslo - Blindern;SN18700;31.10.2017;0;0,3;7,6;2,7
Oslo - Blindern;SN18700;01.11.2017;0;1,7;6,2;2,8
Oslo - Blindern;SN18700;02.11.2017;0,3;2,4;10,9;6,4
Oslo - Blindern;SN18700;03.11.2017;0;-1,1;8;3,1
Oslo - Blindern;SN18700;04.11.2017;0;0,4;7,1;2,8
Oslo - Blindern;SN18700;05.11.2017;17,7;3,4;8,5;4,1
Oslo - Blindern;SN18700;06.11.2017;10,7;0,9;7,7;6
Oslo - Blindern;SN18700;07.11.2017;0;-0,1;5,9;3,1
Oslo - Blindern;SN18700;08.11.2017;0,7;4,4;8,1;5,6
Oslo - Blindern;SN18700;09.11.2017;0,5;5,4;8,8;8,7
Oslo - Blindern;SN18700;10.11.2017;0,3;1;5,7;6,4
Oslo - Blindern;SN18700;11.11.2017;5,8;-2,4;4,6;5,4
Oslo - Blindern;SN18700;12.11.2017;0;-4,1;3,2;3,5
Oslo - Blindern;SN18700;13.11.2017;0;-1,3;5;7
Oslo - Blindern;SN18700;14.11.2017;0;-2,5;0,6;2,5
Oslo - Blindern;SN18700;15.11.2017;4,8;-3;3;3,6
Oslo - Blindern;SN18700;16.11.2017;0;-3,1;6,3;4
Oslo - Blindern;SN18700;17.11.2017;5,7;0,3;6,8;5,7
Oslo - Blindern;SN18700;18.11.2017;0;-1,5;4,4;4
Oslo - Blindern;SN18700;19.11.2017;0,8;-2,6;2,1;8,5
Oslo - Blindern;SN18700;20.11.2017;0;-5,4;0,5;3,2
Oslo - Blindern;SN18700;21.11.2017;0;-5,9;-1,4;3,8
Oslo - Blindern;SN18700;22.11.2017;1,2;-7,4;-0,9;8,5
Oslo - Blindern;SN18700;23.11.2017;17,4;-1,1;9,1;9,1
Oslo - Blindern;SN18700;24.11.2017;2,6;0,7;7,6;8,9
Oslo - Blindern;SN18700;25.11.2017;0,2;-1;2,9;5,1
Oslo - Blindern;SN18700;26.11.2017;0,7;0;3,7;3,7
Oslo - Blindern;SN18700;27.11.2017;1,7;-0,5;2,5;6,2
Oslo - Blindern;SN18700;28.11.2017;2,1;-1,2;0;10,7
Oslo - Blindern;SN18700;29.11.2017;4,9;-1;0,6;8,7
Oslo - Blindern;SN18700;30.11.2017;0,3;-1,4;0,1;7,3
Oslo - Blindern;SN18700;01.12.2017;0;-5;0,7;5,7
Oslo - Blindern;SN18700;02.12.2017;0;-7,8;-2,4;2,6
Oslo - Blindern;SN18700;03.12.2017;0,2;-4,7;1,6;3,6
Oslo - Blindern;SN18700;04.12.2017;0;-4,9;0,3;2,9
Oslo - Blindern;SN18700;05.12.2017;0;-5,1;2,4;5,9
Oslo - Blindern;SN18700;06.12.2017;2,6;0,1;3,1;3,4
Oslo - Blindern;SN18700;07.12.2017;1;0,3;8,4;8,3
Oslo - Blindern;SN18700;08.12.2017;0,3;2,3;6,1;9,1
Oslo - Blindern;SN18700;09.12.2017;0;-1,2;4,4;4,7
Oslo - Blindern;SN18700;10.12.2017;0;-6,7;-1;4,8
Oslo - Blindern;SN18700;11.12.2017;0,2;-4,7;-1,1;5,3
Oslo - Blindern;SN18700;12.12.2017;0,1;-8;-1,9;5,7
Oslo - Blindern;SN18700;13.12.2017;0;-10,4;-0,8;4,5
Oslo - Blindern;SN18700;14.12.2017;6;-1,8;0,2;5,1
Oslo - Blindern;SN18700;15.12.2017;0,4;-3,2;-0,1;5,7
Oslo - Blindern;SN18700;16.12.2017;0;-2,8;-0,4;7,9
Oslo - Blindern;SN18700;17.12.2017;1,3;-9,6;-2,5;3,5
Oslo - Blindern;SN18700;18.12.2017;0,4;-8,6;-1,4;2,9
Oslo - Blindern;SN18700;19.12.2017;0,2;-7,7;-1,6;2,8
Oslo - Blindern;SN18700;20.12.2017;0,2;-1,6;0,9;2,3
Oslo - Blindern;SN18700;21.12.2017;0,3;-4,5;-0,3;2,8
Oslo - Blindern;SN18700;22.12.2017;0;-6;-1,6;3,6
Oslo - Blindern;SN18700;23.12.2017;0;-1,7;2,1;3
Oslo - Blindern;SN18700;24.12.2017;1,3;-2;3,4;9
Oslo - Blindern;SN18700;25.12.2017;0;-4,5;1,6;2,9
Oslo - Blindern;SN18700;26.12.2017;3,2;-0,7;3,9;8,1
Oslo - Blindern;SN18700;27.12.2017;15,9;0,2;3,1;9,2
Oslo - Blindern;SN18700;28.12.2017;5,4;0,6;1,9;4,3
Oslo - Blindern;SN18700;29.12.2017;8,6;-1,3;1,8;3,6
Oslo - Blindern;SN18700;30.12.2017;0;-5;-1,3;6,4
Oslo - Blindern;SN18700;31.12.2017;0,5;-2,9;-0,3;5,8
Oslo - Blindern;SN18700;01.01.2018;7;-0,7;2,7;4,4
Oslo - Blindern;SN18700;02.01.2018;1,1;-0,6;2,8;2,7
Oslo - Blindern;SN18700;03.01.2018;0,4;-3,3;0,7;8,1
Oslo - Blindern;SN18700;04.01.2018;5,5;0,2;1,8;9,2
Oslo - Blindern;SN18700;05.01.2018;1,4;-2,2;1,2;9,3
Oslo - Blindern;SN18700;06.01.2018;0,1;-5,8;-1,2;5,9
Oslo - Blindern;SN18700;07.01.2018;0;-11,7;-1,9;5,9
Oslo - Blindern;SN18700;08.01.2018;0;-5,1;2,3;3,9
Oslo - Blindern;SN18700;09.01.2018;0;-8,6;-3,9;3,8
Oslo - Blindern;SN18700;10.01.2018;0;-9,6;1,5;8,4
Oslo - Blindern;SN18700;11.01.2018;6,5;-2,2;-0,2;6,2
Oslo - Blindern;SN18700;12.01.2018;3,7;-5;-1,9;5,4
Oslo - Blindern;SN18700;13.01.2018;0,4;-2,8;-1,7;4,3
Oslo - Blindern;SN18700;14.01.2018;0;-3,3;-1,9;5,3
Oslo - Blindern;SN18700;15.01.2018;0,8;-2,9;-1,4;7,6
Oslo - Blindern;SN18700;16.01.2018;14,3;-1,8;0,4;4,6
Oslo - Blindern;SN18700;17.01.2018;4,9;-0,6;0,8;2,6
Oslo - Blindern;SN18700;18.01.2018;1;-3,2;-0,2;5,5
Oslo - Blindern;SN18700;19.01.2018;0,6;-5,7;-1,6;2,7
Oslo - Blindern;SN18700;20.01.2018;1,5;-3,5;-1,4;5,7
Oslo - Blindern;SN18700;21.01.2018;1,6;-5,9;-0,3;4,8
Oslo - Blindern;SN18700;22.01.2018;0;-6,8;-3,4;4,2
Oslo - Blindern;SN18700;23.01.2018;1,8;-3,9;1;5,3
Oslo - Blindern;SN18700;24.01.2018;15,4;0,4;5,2;6,6
Oslo - Blindern;SN18700;25.01.2018;3,9;1,9;5,6;8,4
Oslo - Blindern;SN18700;26.01.2018;0;-1,8;2,7;2,5
Oslo - Blindern;SN18700;27.01.2018;0;-7,2;-1;4,1
Oslo - Blindern;SN18700;28.01.2018;8,9;-3,1;1,8;3,7
Oslo - Blindern;SN18700;29.01.2018;0,7;-3,7;-0,3;5,6
Oslo - Blindern;SN18700;30.01.2018;3,3;-6,9;-1,8;3,1
Oslo - Blindern;SN18700;31.01.2018;1,5;-3,8;2,4;5,4
Oslo - Blindern;SN18700;01.02.2018;13,3;0,2;1,8;5,5
Oslo - Blindern;SN18700;02.02.2018;2;-8,3;1,3;9,2
Oslo - Blindern;SN18700;03.02.2018;0;-8,5;-5,5;7,2
Oslo - Blindern;SN18700;04.02.2018;0,2;-10;-4,4;7,6
Oslo - Blindern;SN18700;05.02.2018;0;-12,2;-6,4;3,1
Oslo - Blindern;SN18700;06.02.2018;0;-7;-3,4;2,3
Oslo - Blindern;SN18700;07.02.2018;0;-7,6;-1,4;3,2
Oslo - Blindern;SN18700;08.02.2018;0;-10,4;-1,7;3
Oslo - Blindern;SN18700;09.02.2018;7,4;-1,7;0,9;7,5
Oslo - Blindern;SN18700;10.02.2018;2,2;-2,5;-0,5;5,3
Oslo - Blindern;SN18700;11.02.2018;3,8;-2,4;-0,8;6,9
Oslo - Blindern;SN18700;12.02.2018;6,1;-2,2;0,2;8,6
Oslo - Blindern;SN18700;13.02.2018;4,6;-8;0,6;3,2
Oslo - Blindern;SN18700;14.02.2018;0,2;-3,7;2;5,8
Oslo - Blindern;SN18700;15.02.2018;0,3;-1;1,8;6,9
Oslo - Blindern;SN18700;16.02.2018;3,8;-1,6;0,2;4,6
Oslo - Blindern;SN18700;17.02.2018;0,2;-8,2;-1,2;3,2
Oslo - Blindern;SN18700;18.02.2018;1,2;-3;0,8;2,8
Oslo - Blindern;SN18700;19.02.2018;4,5;-1,5;0,4;6,6
Oslo - Blindern;SN18700;20.02.2018;0,1;-4,7;-1,5;4,7
Oslo - Blindern;SN18700;21.02.2018;0,2;-4,4;-1,5;2,3
Oslo - Blindern;SN18700;22.02.2018;0,5;-7,9;0,2;3,5
Oslo - Blindern;SN18700;23.02.2018;0;-8,1;0,4;3,2
Oslo - Blindern;SN18700;24.02.2018;0;-4,8;-2,2;4,3
Oslo - Blindern;SN18700;25.02.2018;2,5;-9,1;-3,3;4,2
Oslo - Blindern;SN18700;26.02.2018;0,6;-15,9;-3,6;4,9
Oslo - Blindern;SN18700;27.02.2018;0;-11,2;-6,2;10
Oslo - Blindern;SN18700;28.02.2018;0,2;-12,7;-9,1;8,9
Oslo - Blindern;SN18700;01.03.2018;0,1;-14,2;-7,3;6,5
Oslo - Blindern;SN18700;02.03.2018;0;-12,9;-2,9;7,3
Oslo - Blindern;SN18700;03.03.2018;0;-7;-3,5;6,6
Oslo - Blindern;SN18700;04.03.2018;0;-6,8;-0,1;2,9
Oslo - Blindern;SN18700;05.03.2018;0,1;-5,1;-3,9;6
Oslo - Blindern;SN18700;06.03.2018;1,1;-5,3;-2,9;7,2
Oslo - Blindern;SN18700;07.03.2018;0,2;-2,9;-0,6;5,2
Oslo - Blindern;SN18700;08.03.2018;0,1;-2,4;-0,7;4,8
Oslo - Blindern;SN18700;09.03.2018;2,2;-4,4;0,7;6,3
Oslo - Blindern;SN18700;10.03.2018;0,1;-7,3;-0,9;2,6
Oslo - Blindern;SN18700;11.03.2018;0;-4;-2,3;5,7
Oslo - Blindern;SN18700;12.03.2018;7,1;-2,9;1,6;7,6
Oslo - Blindern;SN18700;13.03.2018;0,9;-0,6;2,9;8,5
Oslo - Blindern;SN18700;14.03.2018;0;-6,2;4,5;5,2
Oslo - Blindern;SN18700;15.03.2018;0;-4;0;5,8
Oslo - Blindern;SN18700;16.03.2018;0;-9,8;-2,2;6,2
Oslo - Blindern;SN18700;17.03.2018;0;-11,6;-0,6;5,2
Oslo - Blindern;SN18700;18.03.2018;0;-14,2;1,5;2,9
Oslo - Blindern;SN18700;19.03.2018;0;-7,6;5,7;6
Oslo - Blindern;SN18700;20.03.2018;0,5;-2;7,7;7,4
Oslo - Blindern;SN18700;21.03.2018;0;-3,6;7,2;5,6
Oslo - Blindern;SN18700;22.03.2018;0;-0,8;8;4,3
Oslo - Blindern;SN18700;23.03.2018;0;-1,9;2;6,2
Oslo - Blindern;SN18700;24.03.2018;0,7;0,1;6,8;5,3
Oslo - Blindern;SN18700;25.03.2018;0;-0,9;10;3,5
Oslo - Blindern;SN18700;26.03.2018;0,2;-2,3;5,7;7,7
Oslo - Blindern;SN18700;27.03.2018;0,3;-7,1;2,5;4,8
Oslo - Blindern;SN18700;28.03.2018;0;-10,3;3,9;3,9
Oslo - Blindern;SN18700;29.03.2018;0;-7,3;3,3;4,4
Oslo - Blindern;SN18700;30.03.2018;0;-8,6;3,8;3,7
Oslo - Blindern;SN18700;31.03.2018;0;-9;5,3;3,1
Oslo - Blindern;SN18700;01.04.2018;0;-5,7;7,1;3,6
Oslo - Blindern;SN18700;02.04.2018;0;-5,4;5,5;6,1
Oslo - Blindern;SN18700;03.04.2018;0;-6,1;4,1;5,9
Oslo - Blindern;SN18700;04.04.2018;7,3;-0,5;4,7;5,3
Oslo - Blindern;SN18700;05.04.2018;5,2;2,2;5,3;5,1
Oslo - Blindern;SN18700;06.04.2018;7,5;0,6;9,6;8,3
Oslo - Blindern;SN18700;07.04.2018;0;0,4;5,9;4,2
Oslo - Blindern;SN18700;08.04.2018;0;0,7;7;3,5
Oslo - Blindern;SN18700;09.04.2018;5,4;2,8;4,4;6,6
Oslo - Blindern;SN18700;10.04.2018;2,2;1,7;8,4;7,3
Oslo - Blindern;SN18700;11.04.2018;0;-0,5;9,8;4,5
Oslo - Blindern;SN18700;12.04.2018;0;0,7;12,6;6,2
Oslo - Blindern;SN18700;13.04.2018;0;2,8;13,4;7,1
Oslo - Blindern;SN18700;14.04.2018;0;5,9;16,9;6,4
Oslo - Blindern;SN18700;15.04.2018;0;2,9;17,8;4,6
Oslo - Blindern;SN18700;16.04.2018;0,2;5,4;13,1;3,2
Oslo - Blindern;SN18700;17.04.2018;0,4;5,1;13,1;4,7
Oslo - Blindern;SN18700;18.04.2018;1,3;5,8;17,3;5,3
Oslo - Blindern;SN18700;19.04.2018;0;4,7;17,6;4,5
Oslo - Blindern;SN18700;20.04.2018;0,1;6,2;11,4;3,9
Oslo - Blindern;SN18700;21.04.2018;0;4,3;16,2;7,2
Oslo - Blindern;SN18700;22.04.2018;0;2;15,9;5,7
Oslo - Blindern;SN18700;23.04.2018;0,1;6,1;11,1;3,7
Oslo - Blindern;SN18700;24.04.2018;5,8;1,9;12;5,2
Oslo - Blindern;SN18700;25.04.2018;0,1;1,1;15,2;6,2
Oslo - Blindern;SN18700;26.04.2018;0;1,3;14,3;5,8
Oslo - Blindern;SN18700;27.04.2018;0;5,2;12,6;4,9
Oslo - Blindern;SN18700;28.04.2018;0;2,6;13,1;5,5
Oslo - Blindern;SN18700;29.04.2018;0;0,7;14,8;4,5
Oslo - Blindern;SN18700;30.04.2018;0;4;13,1;7
Oslo - Blindern;SN18700;01.05.2018;9,1;2,2;9,9;7,9
Oslo - Blindern;SN18700;02.05.2018;2,9;5,2;13,1;7,6
Oslo - Blindern;SN18700;03.05.2018;0;6,4;11,2;6,7
Oslo - Blindern;SN18700;04.05.2018;3,4;1,5;15,1;5,9
Oslo - Blindern;SN18700;05.05.2018;0;6,7;19,5;5,8
Oslo - Blindern;SN18700;06.05.2018;0;8,2;19,9;5,7
Oslo - Blindern;SN18700;07.05.2018;0;5,5;21,1;5
Oslo - Blindern;SN18700;08.05.2018;0;7,9;21,8;6
Oslo - Blindern;SN18700;09.05.2018;0;8,1;23,7;5,8
Oslo - Blindern;SN18700;10.05.2018;0;11,6;24;7,1
Oslo - Blindern;SN18700;11.05.2018;11,2;13,5;20,3;5,3
Oslo - Blindern;SN18700;12.05.2018;0,3;10,2;19,5;4,8
Oslo - Blindern;SN18700;13.05.2018;0;7,2;24,1;3,8
Oslo - Blindern;SN18700;14.05.2018;0;13,3;25,8;4,4
Oslo - Blindern;SN18700;15.05.2018;0;9,8;27,3;3,9
Oslo - Blindern;SN18700;16.05.2018;0;11,4;27,8;10,6
Oslo - Blindern;SN18700;17.05.2018;0,6;7,9;19,7;12,6
Oslo - Blindern;SN18700;18.05.2018;0;8,8;20,8;6,6
Oslo - Blindern;SN18700;19.05.2018;0;7,2;21,9;6,1
Oslo - Blindern;SN18700;20.05.2018;0;7,3;22,1;7,7
Oslo - Blindern;SN18700;21.05.2018;0,1;7,9;22,4;5,8
Oslo - Blindern;SN18700;22.05.2018;0;8,7;24,4;4,3
Oslo - Blindern;SN18700;23.05.2018;0;11,2;25,2;5,7
Oslo - Blindern;SN18700;24.05.2018;0;9,6;26,9;4,9
Oslo - Blindern;SN18700;25.05.2018;0;11,1;28;4
Oslo - Blindern;SN18700;26.05.2018;0;15,7;28,4;5,6
Oslo - Blindern;SN18700;27.05.2018;0;15,2;28,7;5,3
Oslo - Blindern;SN18700;28.05.2018;0;15,3;26,1;5,7
Oslo - Blindern;SN18700;29.05.2018;0,5;13,8;28;3,1
Oslo - Blindern;SN18700;30.05.2018;0;17,1;31,1;6,7
Oslo - Blindern;SN18700;31.05.2018;0;17,1;28,8;4,3
Oslo - Blindern;SN18700;01.06.2018;0;13,2;29,2;3,9
Oslo - Blindern;SN18700;02.06.2018;0;14,8;30,7;6,5
Oslo - Blindern;SN18700;03.06.2018;0;15,1;31,9;6
Oslo - Blindern;SN18700;04.06.2018;0;15,9;25,5;7,5
Oslo - Blindern;SN18700;05.06.2018;0;6,7;21,8;8,9
Oslo - Blindern;SN18700;06.06.2018;0;8,5;21,9;6,5
Oslo - Blindern;SN18700;07.06.2018;0;10,9;27,7;6,7
Oslo - Blindern;SN18700;08.06.2018;0;15,4;27,9;6
Oslo - Blindern;SN18700;09.06.2018;0;13,2;27;6
Oslo - Blindern;SN18700;10.06.2018;0;15,3;27,8;6,4
Oslo - Blindern;SN18700;11.06.2018;10,4;14,2;20,2;6,2
Oslo - Blindern;SN18700;12.06.2018;0;10,6;23,8;6,4
Oslo - Blindern;SN18700;13.06.2018;0,4;13,3;21,2;5,8
Oslo - Blindern;SN18700;14.06.2018;0,1;13,2;19,2;9,2
Oslo - Blindern;SN18700;15.06.2018;5,5;11,4;20,6;9,8
Oslo - Blindern;SN18700;16.06.2018;0,1;11,7;20,6;5,5
Oslo - Blindern;SN18700;17.06.2018;4,8;10,1;17,4;5,1
Oslo - Blindern;SN18700;18.06.2018;16;12,2;17,3;7,2
Oslo - Blindern;SN18700;19.06.2018;0,5;12,1;22;9,8
Oslo - Blindern;SN18700;20.06.2018;0,1;8,9;18,1;9,8
Oslo - Blindern;SN18700;21.06.2018;0;7,8;15,8;8,6
Oslo - Blindern;SN18700;22.06.2018;0,9;6,2;16,6;8,7
Oslo - Blindern;SN18700;23.06.2018;0;9,1;22,7;6
Oslo - Blindern;SN18700;24.06.2018;0;9,6;24,2;4,8
Oslo - Blindern;SN18700;25.06.2018;0;16,4;29,8;5,1
Oslo - Blindern;SN18700;26.06.2018;0;18,2;28,4;6,2
Oslo - Blindern;SN18700;27.06.2018;0;14;29,2;5,5
Oslo - Blindern;SN18700;28.06.2018;0;13,9;30,1;8,3
Oslo - Blindern;SN18700;29.06.2018;0;12,1;24;9,1
Oslo - Blindern;SN18700;30.06.2018;0;10,3;24,6;6,7
Oslo - Blindern;SN18700;01.07.2018;0;10,6;27,6;4,2
Oslo - Blindern;SN18700;02.07.2018;0;13,1;28,9;3,6
Oslo - Blindern;SN18700;03.07.2018;0;14;31,6;5,3
Oslo - Blindern;SN18700;04.07.2018;0;17;29,7;7,9
Oslo - Blindern;SN18700;05.07.2018;0;14,9;26,6;5,1
Oslo - Blindern;SN18700;06.07.2018;0;14,4;27,8;6,1
Oslo - Blindern;SN18700;07.07.2018;0,1;16,4;25,8;8,4
Oslo - Blindern;SN18700;08.07.2018;0;15,5;28,2;6
Oslo - Blindern;SN18700;09.07.2018;0;13,5;23,6;10,4
Oslo - Blindern;SN18700;10.07.2018;1,8;17,3;29;7,3
Oslo - Blindern;SN18700;11.07.2018;0;20,1;30,8;6,6
Oslo - Blindern;SN18700;12.07.2018;0;17,5;29,3;9,7
Oslo - Blindern;SN18700;13.07.2018;1,8;15,3;30,5;4,8
Oslo - Blindern;SN18700;14.07.2018;0;18,1;26,5;5,9
Oslo - Blindern;SN18700;15.07.2018;0;15;28,1;4,8
Oslo - Blindern;SN18700;16.07.2018;0;16,9;28,5;4,3
Oslo - Blindern;SN18700;17.07.2018;1,2;16,3;31,9;4,8
Oslo - Blindern;SN18700;18.07.2018;0;19,4;28,3;4
Oslo - Blindern;SN18700;19.07.2018;0,1;15,3;30;4,5
Oslo - Blindern;SN18700;20.07.2018;0;14,7;28,4;5,2
Oslo - Blindern;SN18700;21.07.2018;0;13,7;27,3;5,4
Oslo - Blindern;SN18700;22.07.2018;0;17;27,5;5,5
Oslo - Blindern;SN18700;23.07.2018;0;16,4;29,2;5,7
Oslo - Blindern;SN18700;24.07.2018;0;18,6;29,8;6
Oslo - Blindern;SN18700;25.07.2018;0;18,2;28,9;6,4
Oslo - Blindern;SN18700;26.07.2018;0;16;32,7;4,8
Oslo - Blindern;SN18700;27.07.2018;0;15,9;34,6;4,5
Oslo - Blindern;SN18700;28.07.2018;0;21,7;31,7;7,7
Oslo - Blindern;SN18700;29.07.2018;9,6;20,4;26,8;9,1
Oslo - Blindern;SN18700;30.07.2018;0;14;27,5;4,9
Oslo - Blindern;SN18700;31.07.2018;1,3;18,4;31,6;6,7
Oslo - Blindern;SN18700;01.08.2018;9,8;17,3;27,4;4,8
Oslo - Blindern;SN18700;02.08.2018;0;15;24,8;4,3
Oslo - Blindern;SN18700;03.08.2018;0,1;14,6;25;4,9
Oslo - Blindern;SN18700;04.08.2018;0,1;15,8;28,5;5,4
Oslo - Blindern;SN18700;05.08.2018;0;16,9;25,1;7,4
Oslo - Blindern;SN18700;06.08.2018;0;12,8;21,9;5,1
Oslo - Blindern;SN18700;07.08.2018;0;13,6;25,1;5,4
Oslo - Blindern;SN18700;08.08.2018;1,2;15,6;23,3;4,9
Oslo - Blindern;SN18700;09.08.2018;7,1;18;25,7;5,4
Oslo - Blindern;SN18700;10.08.2018;13,4;14,2;21,5;12,3
Oslo - Blindern;SN18700;11.08.2018;2,2;8,9;20,2;10,6
Oslo - Blindern;SN18700;12.08.2018;1,2;11,2;16,8;5,2
Oslo - Blindern;SN18700;13.08.2018;3;7,9;22,4;4,3
Oslo - Blindern;SN18700;14.08.2018;0;10,8;20,5;4,2
Oslo - Blindern;SN18700;15.08.2018;0;9,8;22;5,2
Oslo - Blindern;SN18700;16.08.2018;0;17;19,9;8,1
Oslo - Blindern;SN18700;17.08.2018;0,8;12,7;20,5;7,9
Oslo - Blindern;SN18700;18.08.2018;4,8;10,4;17,6;8
Oslo - Blindern;SN18700;19.08.2018;0,1;8,9;22,3;6,9
Oslo - Blindern;SN18700;20.08.2018;0;9,4;20;5,1
Oslo - Blindern;SN18700;21.08.2018;0,1;7,5;21,1;3,4
Oslo - Blindern;SN18700;22.08.2018;0,1;10,5;18,7;7,8
Oslo - Blindern;SN18700;23.08.2018;2,7;11,1;19,6;6,4
Oslo - Blindern;SN18700;24.08.2018;0,3;12;19,9;7,4
Oslo - Blindern;SN18700;25.08.2018;1,5;5,9;19,1;4,7
Oslo - Blindern;SN18700;26.08.2018;0;7,9;19,1;4,4
Oslo - Blindern;SN18700;27.08.2018;0,2;9,1;16,6;5
Oslo - Blindern;SN18700;28.08.2018;2,7;11,9;20,6;3,9
Oslo - Blindern;SN18700;29.08.2018;0;9,5;18,3;4,4
Oslo - Blindern;SN18700;30.08.2018;5,6;13,2;21,5;4,6
Oslo - Blindern;SN18700;31.08.2018;0,1;11,4;19,9;7,8
Oslo - Blindern;SN18700;01.09.2018;0;8,5;21,1;3,7
Oslo - Blindern;SN18700;02.09.2018;0;10,1;21,2;5,3
Oslo - Blindern;SN18700;03.09.2018;0;10,6;22,1;4,9
