Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn);Minimumstemperatur (døgn);Maksimumstemperatur (døgn);Høyeste middelvind (døgn)
Oslo - Blindern;SN18700;03.03.2021;0,2;-2,2;5,7;2,6
Oslo - Blindern;SN18700;04.03.2021;0;-1,8;5,4;7,2
Oslo - Blindern;SN18700;05.03.2021;0;-2,9;5,9;6
Oslo - Blindern;SN18700;06.03.2021;0;-4,2;7,7;6,9
Oslo - Blindern;SN18700;07.03.2021;0;-0,1;7,1;9,2
Oslo - Blindern;SN18700;08.03.2021;0;-5,5;3,9;4,9
Oslo - Blindern;SN18700;09.03.2021;0;-2,6;6,9;3,4
Oslo - Blindern;SN18700;10.03.2021;1,8;-3,7;4,6;5,6
Oslo - Blindern;SN18700;11.03.2021;12,9;-1,2;1,3;5,6
Oslo - Blindern;SN18700;12.03.2021;12,3;-0,3;7,2;4,1
Oslo - Blindern;SN18700;13.03.2021;0;-3,6;4,7;2,7
Oslo - Blindern;SN18700;14.03.2021;0;-0,3;7;3,6
Oslo - Blindern;SN18700;15.03.2021;0,2;0,3;8,8;7,4
Oslo - Blindern;SN18700;16.03.2021;0;-0,6;7;5,4
Oslo - Blindern;SN18700;17.03.2021;0;-2,5;6,8;5,8
Oslo - Blindern;SN18700;18.03.2021;0;-2,6;8,7;4,5
Oslo - Blindern;SN18700;19.03.2021;0,1;-0,8;6,1;6
Oslo - Blindern;SN18700;20.03.2021;0;-3,2;6,2;4,2
Oslo - Blindern;SN18700;21.03.2021;0;-0,7;7,7;7,5
Oslo - Blindern;SN18700;22.03.2021;0;-0,6;12,9;4,9
Oslo - Blindern;SN18700;23.03.2021;0;0,8;12,8;6,1
Oslo - Blindern;SN18700;24.03.2021;0;1;12,1;6,6
Oslo - Blindern;SN18700;25.03.2021;0;-0,3;10,4;5,5
Oslo - Blindern;SN18700;26.03.2021;0;-0,5;6,7;5,2
Oslo - Blindern;SN18700;27.03.2021;0,8;3,8;6,6;6,2
Oslo - Blindern;SN18700;28.03.2021;3;-2,8;7,9;5,5
Oslo - Blindern;SN18700;29.03.2021;2,8;4,2;12,7;6,7
Oslo - Blindern;SN18700;30.03.2021;0;6;18,6;7,3
Oslo - Blindern;SN18700;31.03.2021;0;5,4;15,2;8,4
Oslo - Blindern;SN18700;01.04.2021;0;0;11,2;4,7
Oslo - Blindern;SN18700;02.04.2021;0;1,3;10,8;9,9
Oslo - Blindern;SN18700;03.04.2021;0;-1,5;10,5;5,2
Oslo - Blindern;SN18700;04.04.2021;0;-1,1;11;9,2
Oslo - Blindern;SN18700;05.04.2021;0,8;-2,3;8,7;10,7
Oslo - Blindern;SN18700;06.04.2021;0;0,6;9,2;8,3
Oslo - Blindern;SN18700;07.04.2021;0;-2;8,9;6,1
Oslo - Blindern;SN18700;08.04.2021;0,1;-1,7;7,3;6,9
Oslo - Blindern;SN18700;09.04.2021;1,4;2,4;10,3;9,3
Oslo - Blindern;SN18700;10.04.2021;0,1;-2,9;9,5;7,9
Oslo - Blindern;SN18700;11.04.2021;0;-2,9;8,3;6,6
Oslo - Blindern;SN18700;12.04.2021;6,2;0,8;4,3;7,6
Oslo - Blindern;SN18700;13.04.2021;3,9;0,5;7,3;7,9
Oslo - Blindern;SN18700;14.04.2021;0,5;-3,5;10,6;5,2
Oslo - Blindern;SN18700;15.04.2021;0;4,1;12;5,1
Oslo - Blindern;SN18700;16.04.2021;0;2,6;13;6,6
Oslo - Blindern;SN18700;17.04.2021;0;6;15,7;6,6
Oslo - Blindern;SN18700;18.04.2021;0;4,5;18,2;4,9
Oslo - Blindern;SN18700;19.04.2021;0;2,9;18,1;4,1
Oslo - Blindern;SN18700;20.04.2021;0;2,1;16,2;6,4
Oslo - Blindern;SN18700;21.04.2021;0;4,8;11,9;10
Oslo - Blindern;SN18700;22.04.2021;0,7;0,9;11,1;9,7
Oslo - Blindern;SN18700;23.04.2021;0;1,7;11,5;7,1
Oslo - Blindern;SN18700;24.04.2021;0;0,3;8,7;7,9
Oslo - Blindern;SN18700;25.04.2021;0;0,2;8,5;9
Oslo - Blindern;SN18700;26.04.2021;0;0,6;10,9;5,5
Oslo - Blindern;SN18700;27.04.2021;0;-0,2;10,6;6,5
Oslo - Blindern;SN18700;28.04.2021;0;0,8;10,6;4,7
Oslo - Blindern;SN18700;29.04.2021;0;3;11,3;6,4
Oslo - Blindern;SN18700;30.04.2021;0;2,6;13;6,3
Oslo - Blindern;SN18700;01.05.2021;0;2,9;13,8;5,2
Oslo - Blindern;SN18700;02.05.2021;0,1;1,9;13,3;5,5
Oslo - Blindern;SN18700;03.05.2021;0;2,2;11,1;6,2
Oslo - Blindern;SN18700;04.05.2021;4,6;2,2;9,2;6,7
Oslo - Blindern;SN18700;05.05.2021;3,1;1,7;6,7;10,9
Oslo - Blindern;SN18700;06.05.2021;5,9;2,1;11;8,6
Oslo - Blindern;SN18700;07.05.2021;0,6;1,9;12,9;5,4
Oslo - Blindern;SN18700;08.05.2021;0,2;0,3;13,5;8,5
Oslo - Blindern;SN18700;09.05.2021;0,6;4,9;9,5;5,5
Oslo - Blindern;SN18700;10.05.2021;8,9;6,6;13,3;4,2
Oslo - Blindern;SN18700;11.05.2021;12,8;7,9;13,3;6,7
Oslo - Blindern;SN18700;12.05.2021;1,9;9,3;12,7;9,4
Oslo - Blindern;SN18700;13.05.2021;16;7,4;19,3;5,6
Oslo - Blindern;SN18700;14.05.2021;0,6;12,5;18,2;5,8
Oslo - Blindern;SN18700;15.05.2021;1;10,2;15,3;6,1
Oslo - Blindern;SN18700;16.05.2021;7,7;7,3;14,3;4,9
Oslo - Blindern;SN18700;17.05.2021;0,4;7,9;12,2;5,5
Oslo - Blindern;SN18700;18.05.2021;12,1;7,4;16;5,1
Oslo - Blindern;SN18700;19.05.2021;0,5;8;17,2;4,5
Oslo - Blindern;SN18700;20.05.2021;0,2;8,1;17;5,3
Oslo - Blindern;SN18700;21.05.2021;0,1;6,8;15,7;6
Oslo - Blindern;SN18700;22.05.2021;0,1;7,1;13,7;4,7
Oslo - Blindern;SN18700;23.05.2021;3;9;13,9;5,9
Oslo - Blindern;SN18700;24.05.2021;2,6;8,5;14,4;6,4
Oslo - Blindern;SN18700;25.05.2021;1,6;9,1;14,4;7,4
Oslo - Blindern;SN18700;26.05.2021;4,9;8,8;11,9;9,9
Oslo - Blindern;SN18700;27.05.2021;7,2;6,8;16,9;8
Oslo - Blindern;SN18700;28.05.2021;0;5,4;23,1;5,8
Oslo - Blindern;SN18700;29.05.2021;0,1;13,7;24,6;8,5
Oslo - Blindern;SN18700;30.05.2021;0;10,1;25,7;5,1
Oslo - Blindern;SN18700;31.05.2021;0;9,7;26;4,1
Oslo - Blindern;SN18700;01.06.2021;0;11,5;25,3;5
Oslo - Blindern;SN18700;02.06.2021;0;11,2;23,3;5,4
Oslo - Blindern;SN18700;03.06.2021;0;13,1;23,9;5,3
Oslo - Blindern;SN18700;04.06.2021;0;12;25,1;4,4
Oslo - Blindern;SN18700;05.06.2021;0;12,1;26;5,3
Oslo - Blindern;SN18700;06.06.2021;0;13,2;24;6,4
Oslo - Blindern;SN18700;07.06.2021;0,2;14,1;23,7;5
Oslo - Blindern;SN18700;08.06.2021;0;14,3;21,5;4,6
Oslo - Blindern;SN18700;09.06.2021;0;12,4;22,4;5,4
Oslo - Blindern;SN18700;10.06.2021;0,1;14;23,9;4,8
Oslo - Blindern;SN18700;11.06.2021;0;14,9;21,9;7,8
Oslo - Blindern;SN18700;12.06.2021;0,3;11,2;22,4;7,4
Oslo - Blindern;SN18700;13.06.2021;0;8,9;21,7;6,4
Oslo - Blindern;SN18700;14.06.2021;0,8;14,2;19,6;7,6
Oslo - Blindern;SN18700;15.06.2021;9,4;6,9;21,5;6,9
Oslo - Blindern;SN18700;16.06.2021;0,1;10;20,6;6,8
Oslo - Blindern;SN18700;17.06.2021;0;13,1;23,8;6,3
Oslo - Blindern;SN18700;18.06.2021;28,5;16,5;24,1;4,9
Oslo - Blindern;SN18700;19.06.2021;0,9;15,5;21,3;5,7
Oslo - Blindern;SN18700;20.06.2021;2,6;13,6;20,3;5,4
Oslo - Blindern;SN18700;21.06.2021;11,4;13;17,3;6,7
Oslo - Blindern;SN18700;22.06.2021;7,7;13,1;17,7;7,7
Oslo - Blindern;SN18700;23.06.2021;0,1;11,2;24,9;5,9
Oslo - Blindern;SN18700;24.06.2021;0;13,8;22;5,7
Oslo - Blindern;SN18700;25.06.2021;0;12,9;20,7;5
Oslo - Blindern;SN18700;26.06.2021;0;11,7;25,5;6,1
Oslo - Blindern;SN18700;27.06.2021;0,1;15,4;20,8;4,4
Oslo - Blindern;SN18700;28.06.2021;0;14,2;20,8;3,9
Oslo - Blindern;SN18700;29.06.2021;0;13,7;21,9;4,7
Oslo - Blindern;SN18700;30.06.2021;0,1;14,3;22,5;10
Oslo - Blindern;SN18700;01.07.2021;0;13,5;23,3;6,8
Oslo - Blindern;SN18700;02.07.2021;0,4;17,8;27,8;5,3
Oslo - Blindern;SN18700;03.07.2021;0,2;15,1;29,6;4,3
Oslo - Blindern;SN18700;04.07.2021;0;19,1;27;5,8
Oslo - Blindern;SN18700;05.07.2021;12,6;15,8;25,3;5,3
Oslo - Blindern;SN18700;06.07.2021;1,3;16,6;23;5,7
Oslo - Blindern;SN18700;07.07.2021;14,5;15,9;21,4;7,6
Oslo - Blindern;SN18700;08.07.2021;1,1;15,5;21,7;6,1
Oslo - Blindern;SN18700;09.07.2021;0,3;13,2;25,9;5,2
Oslo - Blindern;SN18700;10.07.2021;5;15,3;20,2;6,2
Oslo - Blindern;SN18700;11.07.2021;7,7;14,1;23,3;6,4
Oslo - Blindern;SN18700;12.07.2021;0;16;24,5;5,1
Oslo - Blindern;SN18700;13.07.2021;0;12,9;27,3;3,3
Oslo - Blindern;SN18700;14.07.2021;0;20,1;26,5;4,2
Oslo - Blindern;SN18700;15.07.2021;2,1;17,1;30,2;5
Oslo - Blindern;SN18700;16.07.2021;0,1;17,4;28;6,1
Oslo - Blindern;SN18700;17.07.2021;0;14,8;27,4;6,2
Oslo - Blindern;SN18700;18.07.2021;0;14,7;24,9;5,9
Oslo - Blindern;SN18700;19.07.2021;0;11,5;22,7;6,3
Oslo - Blindern;SN18700;20.07.2021;0;13,2;25,6;5,7
Oslo - Blindern;SN18700;21.07.2021;0;13,4;23,7;8,7
Oslo - Blindern;SN18700;22.07.2021;0;15,6;28,9;4,6
Oslo - Blindern;SN18700;23.07.2021;0;15,9;26,9;4,7
Oslo - Blindern;SN18700;24.07.2021;0;13,8;28,2;4,2
Oslo - Blindern;SN18700;25.07.2021;0;15,9;29,9;4,4
Oslo - Blindern;SN18700;26.07.2021;0;18,1;27;6,3
Oslo - Blindern;SN18700;27.07.2021;9,5;17,2;22,4;5,6
Oslo - Blindern;SN18700;28.07.2021;39;16,5;21;4,9
Oslo - Blindern;SN18700;29.07.2021;17;14;18,9;4
Oslo - Blindern;SN18700;30.07.2021;15,5;12,6;26,6;4,5
Oslo - Blindern;SN18700;31.07.2021;0,4;16,3;23,4;5,5
Oslo - Blindern;SN18700;01.08.2021;0,2;13,5;17,1;9,8
Oslo - Blindern;SN18700;02.08.2021;2,2;10,8;19,3;7,2
Oslo - Blindern;SN18700;03.08.2021;0,1;10,4;19,6;4,7
Oslo - Blindern;SN18700;04.08.2021;0;10,5;21,7;4,8
Oslo - Blindern;SN18700;05.08.2021;0,2;10,8;21,4;4,6
Oslo - Blindern;SN18700;06.08.2021;0;11,9;22,7;5,2
Oslo - Blindern;SN18700;07.08.2021;1;14,3;21,3;7
Oslo - Blindern;SN18700;08.08.2021;0,1;12,1;23;5,6
Oslo - Blindern;SN18700;09.08.2021;0;14,7;21,1;5,8
Oslo - Blindern;SN18700;10.08.2021;4,1;15,4;22,4;4,8
Oslo - Blindern;SN18700;11.08.2021;0;12,2;23,2;4,5
Oslo - Blindern;SN18700;12.08.2021;0;13,8;22,6;5,5
Oslo - Blindern;SN18700;13.08.2021;0;16,2;20,1;6,7
Oslo - Blindern;SN18700;14.08.2021;2,8;10,1;21,2;7,8
Oslo - Blindern;SN18700;15.08.2021;0,9;12,4;21,3;6,1
Oslo - Blindern;SN18700;16.08.2021;0,9;11,8;19,2;4,8
Oslo - Blindern;SN18700;17.08.2021;0,2;14;20,3;8,2
Oslo - Blindern;SN18700;18.08.2021;0,1;10,9;20;5,7
Oslo - Blindern;SN18700;19.08.2021;0,6;9,3;21,8;4,2
Oslo - Blindern;SN18700;20.08.2021;0,3;8,2;20,4;4,3
Oslo - Blindern;SN18700;21.08.2021;0;8,7;21,9;4,5
Oslo - Blindern;SN18700;22.08.2021;0,1;10,6;21,1;4,4
Oslo - Blindern;SN18700;23.08.2021;0;8,8;22,7;3,4
Oslo - Blindern;SN18700;24.08.2021;0;13,4;21,2;3,2
Oslo - Blindern;SN18700;25.08.2021;0,2;15,3;21,7;11,1
Oslo - Blindern;SN18700;26.08.2021;0;12,6;17,6;9,7
Oslo - Blindern;SN18700;27.08.2021;0,1;13,7;18,3;9
Oslo - Blindern;SN18700;28.08.2021;0;14,4;21,5;6,2
Oslo - Blindern;SN18700;29.08.2021;0;11,1;25,3;4,4
Oslo - Blindern;SN18700;30.08.2021;0;11,4;25,2;3,3
Oslo - Blindern;SN18700;31.08.2021;0;11,8;24,8;5,9
Oslo - Blindern;SN18700;01.09.2021;0;11;24,6;4,2
Oslo - Blindern;SN18700;02.09.2021;0;9,5;25,2;7,5
Oslo - Blindern;SN18700;03.09.2021;0;10,5;21;7,1
Oslo - Blindern;SN18700;04.09.2021;0,2;9;16,8;6,5
Oslo - Blindern;SN18700;05.09.2021;0;8,3;19,9;5,2
Oslo - Blindern;SN18700;06.09.2021;0,1;10,2;20,3;3,9
Oslo - Blindern;SN18700;07.09.2021;0;11,4;21,3;3,4
Oslo - Blindern;SN18700;08.09.2021;0;13,6;26;4
Oslo - Blindern;SN18700;09.09.2021;0;13;24,4;2,8
Oslo - Blindern;SN18700;10.09.2021;0;13,6;22,8;3,7
Oslo - Blindern;SN18700;11.09.2021;0;13,6;18,6;2,9
Oslo - Blindern;SN18700;12.09.2021;9,2;15,6;21,3;3,7
Oslo - Blindern;SN18700;13.09.2021;2;7,2;18,3;5,1
Oslo - Blindern;SN18700;14.09.2021;0;8;18,9;3,5
Oslo - Blindern;SN18700;15.09.2021;0;8,3;17,8;4,7
Oslo - Blindern;SN18700;16.09.2021;2,8;10,5;15,1;5,4
Oslo - Blindern;SN18700;17.09.2021;0,2;9,3;11,8;5,5
Oslo - Blindern;SN18700;18.09.2021;0;8,4;12,3;4,8
Oslo - Blindern;SN18700;19.09.2021;0;8,7;12,4;2,8
Oslo - Blindern;SN18700;20.09.2021;0;8,2;10,7;3
Oslo - Blindern;SN18700;21.09.2021;3,6;9;17,2;4,5
Oslo - Blindern;SN18700;22.09.2021;0;6,3;18,3;5,4
Oslo - Blindern;SN18700;23.09.2021;2,9;9,5;14,7;5
Oslo - Blindern;SN18700;24.09.2021;0,1;5;12,4;4,5
Oslo - Blindern;SN18700;25.09.2021;0,6;5,6;18,9;5,4
Oslo - Blindern;SN18700;26.09.2021;0;6,6;16,6;4,4
Oslo - Blindern;SN18700;27.09.2021;0,1;10,6;15;5,6
Oslo - Blindern;SN18700;28.09.2021;18,4;11,4;17,5;5,9
Oslo - Blindern;SN18700;29.09.2021;0;8,8;13,1;4,5
Oslo - Blindern;SN18700;30.09.2021;13,8;10,4;13,1;5,7
Oslo - Blindern;SN18700;01.10.2021;10,5;9,8;13,6;6,9
Oslo - Blindern;SN18700;02.10.2021;36,4;11;14,1;7,6
Oslo - Blindern;SN18700;03.10.2021;7,3;10,8;14,1;6,9
Oslo - Blindern;SN18700;04.10.2021;30,4;9,6;14,4;5,9
Oslo - Blindern;SN18700;05.10.2021;9,7;9,8;14,3;5,3
Oslo - Blindern;SN18700;06.10.2021;2,4;9,4;12,4;8,4
Oslo - Blindern;SN18700;07.10.2021;0;9;13,4;2,1
Oslo - Blindern;SN18700;08.10.2021;0;10,3;13;4,3
Oslo - Blindern;SN18700;09.10.2021;6,6;12,3;14,8;5,3
Oslo - Blindern;SN18700;10.10.2021;0;9,3;12,3;4,8
Oslo - Blindern;SN18700;11.10.2021;4,1;3;12,8;6,8
Oslo - Blindern;SN18700;12.10.2021;0;1,2;12,3;7,4
Oslo - Blindern;SN18700;13.10.2021;0;0,4;7,8;4,6
Oslo - Blindern;SN18700;14.10.2021;0,2;4,7;13,2;4,8
Oslo - Blindern;SN18700;15.10.2021;0;4,6;12,5;6,2
Oslo - Blindern;SN18700;16.10.2021;0;1,8;12,3;6,1
Oslo - Blindern;SN18700;17.10.2021;0;-0,4;9,5;5,3
Oslo - Blindern;SN18700;18.10.2021;0;-1,9;7,9;4,6
Oslo - Blindern;SN18700;19.10.2021;8,6;0,3;3,8;4
Oslo - Blindern;SN18700;20.10.2021;6,9;2,9;12,8;4,8
Oslo - Blindern;SN18700;21.10.2021;0;4,8;10,7;6,4
Oslo - Blindern;SN18700;22.10.2021;0;0;10,8;6,9
Oslo - Blindern;SN18700;23.10.2021;0;0,5;10,4;5,2
Oslo - Blindern;SN18700;24.10.2021;0;3,7;11,1;5,8
Oslo - Blindern;SN18700;25.10.2021;0;9,6;10,9;6,3
Oslo - Blindern;SN18700;26.10.2021;0,8;4,2;11,3;4,9
Oslo - Blindern;SN18700;27.10.2021;8,2;2,3;14,3;4,3
Oslo - Blindern;SN18700;28.10.2021;0,6;7;12,7;7,8
Oslo - Blindern;SN18700;29.10.2021;0,5;10,4;12,5;7,4
Oslo - Blindern;SN18700;30.10.2021;0,5;9,7;13,3;6,2
Oslo - Blindern;SN18700;31.10.2021;9,6;7,4;12,7;5,1
Oslo - Blindern;SN18700;01.11.2021;10,7;8;11,7;8
Oslo - Blindern;SN18700;02.11.2021;2,6;8,7;10,3;6,1
Oslo - Blindern;SN18700;03.11.2021;0,1;6;8,7;2,9
Oslo - Blindern;SN18700;04.11.2021;0,1;0,7;7,7;2,9
Oslo - Blindern;SN18700;05.11.2021;0;-0,4;3;2,6
Oslo - Blindern;SN18700;06.11.2021;0;-0,6;7,1;3,2
Oslo - Blindern;SN18700;07.11.2021;10;3;4,6;7,1
Oslo - Blindern;SN18700;08.11.2021;1,2;1,3;3,6;6,6
Oslo - Blindern;SN18700;09.11.2021;2,4;1,4;9,3;5,6
Oslo - Blindern;SN18700;10.11.2021;4,9;3,4;10;4,3
Oslo - Blindern;SN18700;11.11.2021;0;0,1;9,9;7,4
Oslo - Blindern;SN18700;12.11.2021;0;-0,4;6,2;5,1
Oslo - Blindern;SN18700;13.11.2021;0,4;2,7;4,4;7,7
Oslo - Blindern;SN18700;14.11.2021;0;-0,1;4,2;4,5
Oslo - Blindern;SN18700;15.11.2021;0,3;0,4;6,2;3,5
Oslo - Blindern;SN18700;16.11.2021;0;6,1;8,8;5,3
Oslo - Blindern;SN18700;17.11.2021;0,8;1,7;9,2;6,8
Oslo - Blindern;SN18700;18.11.2021;6,1;-1,4;4,5;3
Oslo - Blindern;SN18700;19.11.2021;0,2;1,8;15,1;7,8
Oslo - Blindern;SN18700;20.11.2021;0;3,8;11,6;5,9
Oslo - Blindern;SN18700;21.11.2021;0;-0,3;6;6,9
Oslo - Blindern;SN18700;22.11.2021;0;-4,6;2,2;3,3
Oslo - Blindern;SN18700;23.11.2021;0;-2,1;3,1;2,7
Oslo - Blindern;SN18700;24.11.2021;0;0,4;5,6;3,2
Oslo - Blindern;SN18700;25.11.2021;0;-1,5;5,7;6
Oslo - Blindern;SN18700;26.11.2021;0;-4,5;-0,4;4,3
Oslo - Blindern;SN18700;27.11.2021;0;-3,8;-2,1;7,4
Oslo - Blindern;SN18700;28.11.2021;0;-3,7;-1,5;7,9
Oslo - Blindern;SN18700;29.11.2021;0;-8,1;-2,9;5,9
Oslo - Blindern;SN18700;30.11.2021;3,7;-8,8;-3,8;5,6
Oslo - Blindern;SN18700;01.12.2021;0,6;-11,6;-6,4;4,4
Oslo - Blindern;SN18700;02.12.2021;0;-8,9;-4;4,5
Oslo - Blindern;SN18700;03.12.2021;0;-10,3;-5,4;5,9
Oslo - Blindern;SN18700;04.12.2021;1;-8,9;-5,2;5,7
Oslo - Blindern;SN18700;05.12.2021;0;-8,1;-3,8;6,5
Oslo - Blindern;SN18700;06.12.2021;0;-10,9;-7,7;5,4
Oslo - Blindern;SN18700;07.12.2021;0,1;-10,2;-8,5;5,4
Oslo - Blindern;SN18700;08.12.2021;0,9;-8,5;-3;6,9
Oslo - Blindern;SN18700;09.12.2021;2;-3,3;0,1;5,6
Oslo - Blindern;SN18700;10.12.2021;3,4;-1,7;0,1;6,5
Oslo - Blindern;SN18700;11.12.2021;1,7;-0,1;1,8;7,1
Oslo - Blindern;SN18700;12.12.2021;0,2;0,2;1,4;3,4
Oslo - Blindern;SN18700;13.12.2021;5,5;1,1;3,1;4,5
Oslo - Blindern;SN18700;14.12.2021;2;-0,1;2,6;2,5
Oslo - Blindern;SN18700;15.12.2021;0;0,6;4,4;3,5
Oslo - Blindern;SN18700;16.12.2021;0;-0,1;8,2;6,7
Oslo - Blindern;SN18700;17.12.2021;0;-1,1;4;3,4
Oslo - Blindern;SN18700;18.12.2021;0,1;-1,4;6,1;5,5
Oslo - Blindern;SN18700;19.12.2021;0;-0,9;6,1;6,8
Oslo - Blindern;SN18700;20.12.2021;0;-2;4,5;6,6
Oslo - Blindern;SN18700;21.12.2021;0;-6;-1,1;3,3
Oslo - Blindern;SN18700;22.12.2021;3,3;-2,6;-1,5;2
Oslo - Blindern;SN18700;23.12.2021;0,8;-8,5;-1,6;3,1
Oslo - Blindern;SN18700;24.12.2021;0;-9,5;-2,6;6,8
Oslo - Blindern;SN18700;25.12.2021;0;-11,1;-0,1;6,1
Oslo - Blindern;SN18700;26.12.2021;0;-7,9;-0,3;6
Oslo - Blindern;SN18700;27.12.2021;0;-12,3;-4,9;3,5
Oslo - Blindern;SN18700;28.12.2021;3,5;-7,1;-3,7;5,3
Oslo - Blindern;SN18700;29.12.2021;4,6;-8,9;-4,1;3
Oslo - Blindern;SN18700;30.12.2021;3,7;-4,5;0,8;4
Oslo - Blindern;SN18700;31.12.2021;0,1;-2,6;1;2,5
Oslo - Blindern;SN18700;01.01.2022;0;-4,2;-1,8;3,7
Oslo - Blindern;SN18700;02.01.2022;7,6;-1,8;1;3,2
Oslo - Blindern;SN18700;03.01.2022;0,1;-0,6;3,7;3,4
Oslo - Blindern;SN18700;04.01.2022;0,6;-4,6;3,1;6
Oslo - Blindern;SN18700;05.01.2022;0;-5,3;0,1;5,6
Oslo - Blindern;SN18700;06.01.2022;0;-9;-0,7;6,8
Oslo - Blindern;SN18700;07.01.2022;0,5;-9,6;-2,7;6,1
Oslo - Blindern;SN18700;08.01.2022;8,2;-3,7;-2,4;7,3
Oslo - Blindern;SN18700;09.01.2022;0,7;-2,9;-0,7;6,8
Oslo - Blindern;SN18700;10.01.2022;0;-1,6;-0,8;6,3
Oslo - Blindern;SN18700;11.01.2022;0,9;-0,9;2,7;5,3
Oslo - Blindern;SN18700;12.01.2022;2,9;-1;2,6;3,1
Oslo - Blindern;SN18700;13.01.2022;0;0;7;5,3
Oslo - Blindern;SN18700;14.01.2022;0;1,7;12,4;11,5
Oslo - Blindern;SN18700;15.01.2022;0;-3,4;2,2;5,3
Oslo - Blindern;SN18700;16.01.2022;0;-5,8;4,9;6,7
Oslo - Blindern;SN18700;17.01.2022;0,3;-1,8;6,3;9,9
Oslo - Blindern;SN18700;18.01.2022;0;-5,5;-1,4;2,8
Oslo - Blindern;SN18700;19.01.2022;0;-2;4,8;11,3
Oslo - Blindern;SN18700;20.01.2022;0,8;-2,3;2,3;10,5
Oslo - Blindern;SN18700;21.01.2022;0;-5,6;1,8;5,1
Oslo - Blindern;SN18700;22.01.2022;0;-1,2;1,8;2,8
Oslo - Blindern;SN18700;23.01.2022;0;-1,6;0,6;2,6
Oslo - Blindern;SN18700;24.01.2022;0;-1,6;2;3,6
Oslo - Blindern;SN18700;25.01.2022;0;-3,1;5,9;3,4
Oslo - Blindern;SN18700;26.01.2022;0;-2,9;6,7;5,5
Oslo - Blindern;SN18700;27.01.2022;0;3,2;7,1;8,3
Oslo - Blindern;SN18700;28.01.2022;0;-1,7;6;10,2
Oslo - Blindern;SN18700;29.01.2022;1,1;-0,5;8,7;11,3
Oslo - Blindern;SN18700;30.01.2022;0;0,7;7,4;11,3
Oslo - Blindern;SN18700;31.01.2022;0;-6,3;0,9;3,9
Oslo - Blindern;SN18700;01.02.2022;0;-6,6;-4;3,8
Oslo - Blindern;SN18700;02.02.2022;7,7;-8,6;-2,7;6
Oslo - Blindern;SN18700;03.02.2022;0;-9,2;-4;4
Oslo - Blindern;SN18700;04.02.2022;7,3;-4;3,8;5,2
Oslo - Blindern;SN18700;05.02.2022;1,1;-5,4;3,9;5,9
Oslo - Blindern;SN18700;06.02.2022;0;-1,9;3,9;7,5
Oslo - Blindern;SN18700;07.02.2022;0;-5,5;8,7;5,2
Oslo - Blindern;SN18700;08.02.2022;0;-0,2;8,4;6
Oslo - Blindern;SN18700;09.02.2022;0;-2,1;7;7,7
Oslo - Blindern;SN18700;10.02.2022;0;-2,5;5,1;6,4
Oslo - Blindern;SN18700;11.02.2022;0;-6,2;2,8;5,9
Oslo - Blindern;SN18700;12.02.2022;0;-3,3;4,5;6,2
Oslo - Blindern;SN18700;13.02.2022;0;3,2;6,3;7,1
Oslo - Blindern;SN18700;14.02.2022;10,3;0,9;5,3;7,2
Oslo - Blindern;SN18700;15.02.2022;26,6;-0,6;4,5;7,7
Oslo - Blindern;SN18700;16.02.2022;7,8;0,4;4,6;3,2
Oslo - Blindern;SN18700;17.02.2022;0,1;0,1;3,5;4,7
Oslo - Blindern;SN18700;18.02.2022;0;-3,5;5,9;5,8
Oslo - Blindern;SN18700;19.02.2022;0;-2,6;2,7;7,8
Oslo - Blindern;SN18700;20.02.2022;0;-7,6;2,1;5
Oslo - Blindern;SN18700;21.02.2022;1,4;-0,8;1,8;8,1
Oslo - Blindern;SN18700;22.02.2022;0,2;-5,7;0,8;6,6
Oslo - Blindern;SN18700;23.02.2022;2,7;-2,7;5,1;8,3
Oslo - Blindern;SN18700;24.02.2022;2,3;0,6;5,6;8,9
Oslo - Blindern;SN18700;25.02.2022;0;-3,7;5,9;5,5
Oslo - Blindern;SN18700;26.02.2022;0;-5,4;3,9;5,8
Oslo - Blindern;SN18700;27.02.2022;0;0,4;6,1;6,3
Oslo - Blindern;SN18700;28.02.2022;0;-0,9;4;6,2
Oslo - Blindern;SN18700;01.03.2022;0,6;2,3;8,3;6,1
Oslo - Blindern;SN18700;02.03.2022;0;-2,2;10,9;4,7
Oslo - Blindern;SN18700;03.03.2022;0;-2;6,9;5,9
Oslo - Blindern;SN18700;04.03.2022;0;-4,8;5,5;4
Oslo - Blindern;SN18700;05.03.2022;0;-4,4;4,6;2,7
Oslo - Blindern;SN18700;06.03.2022;0;-4,4;8,6;3,4
Oslo - Blindern;SN18700;07.03.2022;0;-1;8,5;2,9
Oslo - Blindern;SN18700;08.03.2022;0;-3,6;5;2,6
Oslo - Blindern;SN18700;09.03.2022;0;-3,7;0,1;3
Oslo - Blindern;SN18700;10.03.2022;0,1;-2,2;2,8;4,3
Oslo - Blindern;SN18700;11.03.2022;0,2;0;4,8;3,7
Oslo - Blindern;SN18700;12.03.2022;0;-3,1;6,9;5
Oslo - Blindern;SN18700;13.03.2022;0;-2,3;8,3;4,3
Oslo - Blindern;SN18700;14.03.2022;0;-1,3;10,3;4,7
Oslo - Blindern;SN18700;15.03.2022;0;-3,5;8,4;3,6
Oslo - Blindern;SN18700;16.03.2022;0;-1,1;4;3,5
